filename,caption
sm_1.jpg,"This is a men's white shalwar kameez, ideal for summer eastern clothing. The kurta is made of lawn fabric and features a band collar with button detailing down the front placket and self-embroidered pattern throughout. The model is standing indoors, posing in front of a window with red and white curtains."
sm_10.jpg,"This is a navy blue shalwar kameez suit for men, ideal as summer eastern clothing. The kurta features a band collar with white embroidered detailing along the neckline and placket. The model is posing in a studio with a draped white fabric background and a patterned rug."
sm_100.jpg,"This is a men's shalwar kameez in a solid light brown color, ideal for summer eastern clothing. The fabric appears to be a breathable cotton or lawn, tailored in a classic kurta style with a band collar and full sleeves. The shalwar is a matching color, completing the casual eastern wear look. The model is holding a book, posing in front of a vintage-style cabinet and patterned backdrop."
sm_1000.jpg,"The image features a charcoal grey shalwar kameez, a classic example of Pakistani men's eastern clothing. The kurta has a standard collar with a buttoned placket and full sleeves, crafted from what appears to be a comfortable lawn or cotton fabric suitable for summer wear. The shalwar is loose-fitting, complementing the kurta's relaxed silhouette. A male model is posing in front of an arched doorway, with his hands clasped behind his back, completing the casual yet sophisticated look."
sm_1001.jpg,"This is a men's shalwar kameez in a light blue color, perfect for summer eastern clothing. The kurta features a classic ban collar with button-down detailing and full sleeves, crafted from a breathable lawn fabric. The shalwar is a matching light blue, offering a relaxed fit. The model is styled with sunglasses and loafers, posing against a draped off-white fabric background."
sm_1002.jpg,"This is a black shalwar kameez, a classic example of Pakistani men's eastern clothing. The kurta is made from a solid black fabric, likely cotton or lawn, featuring a simple band collar and a relaxed fit suitable for summer wear. The shalwar is also black, complementing the kurta for a monochromatic look. The model is styled with sunglasses and formal shoes, standing with hands clasped in a well-lit indoor setting with decorative architectural elements in the background."
sm_1003.jpg,"This is a men's shalwar kameez in a solid grey color, ideal for summer eastern clothing. The kurta features a band collar with subtle embroidery detailing on the placket, crafted from a breathable lawn fabric. The shalwar is a traditional loose fit, complementing the kurta for a comfortable and stylish casual look. The model is wearing sunglasses and brown loafers, posing outdoors against a stone wall backdrop."
sm_1004.jpg,"The image features a dark brown shalwar kameez, a classic example of Pakistani men's eastern clothing. The kurta has a band collar with button detailing, a chest pocket with an embroidered crest, and a relaxed fit suitable for summer wear. The model is styled in a classic pose, standing in front of vintage furniture."
sm_1005.jpg,"This is a navy blue shalwar kameez, a classic example of Pakistani men's eastern clothing, likely made from a comfortable summer wear fabric like cotton or linen. The kurta features a band collar with button-down detailing and full sleeves, paired with a matching shalwar in a relaxed fit. The outfit is a solid color with a clean, minimalist design, suitable for casual or semi-formal occasions. The model is styled in black leather loafers and poses confidently in front of a white paneled door, showcasing the elegant simplicity of the shalwar kameez."
sm_1006.jpg,"This is a men's shalwar kameez in a solid brown color, ideal for summer wear. The kurta features a band collar with light brown, minimal embroidery detailing around the neckline. The model is standing indoors with his hands folded, wearing a watch, in front of a curtain backdrop."
sm_1007.jpg,"The image showcases a black shalwar kameez, a classic example of Pakistani men's eastern clothing, likely crafted from lawn fabric suitable for summer wear. The kurta features a band collar with subtle brown embroidery detailing around the neckline and placket. The shalwar is a matching black, complementing the kurta for a coordinated casual look. The model is styled in brown dress shoes, posing in front of a wicker bench and white wall with a window."
sm_1008.jpg,"This is a men's shalwar kameez in a solid dark brown color, ideal for summer eastern clothing. The kurta features a band collar with subtle detailing, full sleeves, and a relaxed fit made from lawn fabric or cotton. The shalwar is a matching brown, completing the casual eastern wear look. The model is posing in front of a plain grey background, showcasing the shalwar kameez with a watch and ring."
sm_1009.jpg,"The image features a black shalwar kameez, a classic piece of Pakistani men's eastern clothing, likely made from lawn or cotton fabric ideal for summer wear. The kurta has a band collar with button detailing and a relaxed, comfortable fit, paired with matching shalwar pants. A male model is posing indoors, standing with his hands clasped, against a neutral-toned wall with decorative molding."
sm_101.jpg,"This is a navy blue shalwar kameez, a classic example of Pakistani men's eastern clothing. The kurta features a band collar with button detailing and full sleeves, crafted from a comfortable lawn fabric suitable for summer wear. The shalwar is a traditional loose-fitting style in the same navy blue color. The model is posing indoors against a neutral wall, wearing black dress shoes and a watch, showcasing a casual yet refined look."
sm_1010.jpg,"This is a light beige shalwar kameez, ideal for summer eastern clothing, crafted from lawn fabric. The kurta features a band collar with intricate embroidery detailing down the front placket, while a matching shawl with similar embroidery is draped over the shoulders. A male model is seated, wearing a watch and rings, against a backdrop with traditional floral block prints."
sm_1011.jpg,"This is a men's shalwar kameez in a solid dark grey color, suitable for summer wear. The kurta features a band collar with button-down placket and full sleeves, while the shalwar is a traditional loose fit. The model is styled in black loafers, posing with hands behind his back against a plain white background, showcasing the casual eastern clothing."
sm_1012.jpg,"This is a men's shalwar kameez in off-white lawn fabric, ideal for summer wear. The kurta features a band collar and delicate brown embroidery along the placket. The model is wearing sunglasses and black Peshawari chappals, standing in front of a decorative door and table, showcasing casual eastern clothing."
sm_1013.jpg,"This is a men's black shalwar kameez, a classic example of Pakistani eastern clothing. The kurta features a standard collar, full sleeves, a chest pocket, and a relaxed fit, while the shalwar complements the kurta in the same solid black color, likely crafted from a comfortable lawn fabric suitable for summer wear. The model is styled in loafers, standing indoors with hands clasped, against a backdrop of vintage-style decor."
sm_1014.jpg,"This is a black shalwar kameez suit for men, ideal as summer eastern clothing. The kurta features a band collar with button-down placket and subtle self-printed patterns throughout the lawn fabric. The shalwar is a simple, straight-cut style in matching black. The model is posing indoors with hands clasped, against a vintage-style backdrop."
sm_1015.jpg,"The image showcases a navy blue shalwar kameez, a classic example of Pakistani men's eastern clothing, likely crafted from breathable lawn or cotton fabric ideal for summer wear. The kurta features a simple band collar with a buttoned placket, long sleeves, and a relaxed, comfortable fit, paired with matching shalwar pants. The model is styled in a traditional manner, standing against a textured off-white backdrop with an arched doorway."
sm_1016.jpg,"This is a men's shalwar kameez in a solid brown color, likely made from cotton or linen fabric suitable for summer wear. The kurta has a band collar with button detailing and a relaxed fit, paired with matching shalwar pants. The model is posing casually in front of a white archway with greenery in the background, showcasing the simple and elegant design of this eastern clothing."
sm_1017.jpg,"This is a navy blue shalwar kameez, classic eastern clothing for men, likely made of lawn or cotton fabric suitable for summer wear. The kurta has a band collar with button closure and full sleeves, paired with a matching shalwar. The model is posing indoors against a neutral backdrop with minimal styling, showcasing the casual elegance of the shalwar kameez."
sm_1018.jpg,"This is a men's shalwar kameez in a dark grey color, ideal for summer wear. The kurta features a band collar with three buttons and full sleeves, crafted from a lightweight fabric like lawn or cotton. The shalwar is a matching dark grey, completing the casual eastern clothing ensemble. The model is wearing sunglasses and dress shoes, posing indoors with a plant and sheer curtains in the background."
sm_1019.jpg,"This is a men's shalwar kameez in a muted brown color, likely made from a cotton or linen blend suitable for summer wear. The kurta features a band collar with subtle embroidery detailing and a concealed placket. The model is styled in black loafers, posing in front of a chaise lounge in a staged indoor setting."
sm_102.jpg,"This is a black shalwar kameez suit, a classic example of Pakistani men's eastern clothing. The outfit appears to be made from a comfortable lawn or cotton fabric, ideal for summer wear, and features a button-down collar. The model is styled in black loafers, posing with hands clasped in a studio setting against a white background."
sm_1029.jpg,"This is a men's shalwar kameez in a muted olive-green color, likely made from a lightweight cotton or linen fabric suitable for summer wear. The kurta features a simple band collar with button detailing and full sleeves, while the shalwar has a relaxed, comfortable fit. The model is posing indoors against a wooden cabinet backdrop, wearing glasses and black loafers."
sm_103.jpg,"This is a men's shalwar kameez, ideal as summer eastern clothing. The kurta is a dark grey color with small gold-colored printed motifs, featuring a band collar with button detailing. The shalwar is white and appears to be made of cotton. The model is wearing sunglasses and a watch, standing in a room with a decorative wall painting."
sm_1030.jpg,"This is a men's shalwar kameez, a popular choice for summer eastern clothing. The kurta is a deep teal color with a subtle geometric pattern embroidered throughout, featuring a mandarin collar and full sleeves, paired with matching shalwar. The model is posing indoors, wearing Peshawari chappals, with a hand near his collar, set against a neutral wall with a colorful painting."
sm_1031.jpg,"This is a men's shalwar kameez in a muted teal color, ideal for summer eastern clothing. The kurta features a ban collar with button detailing and a chest pocket, crafted from a breathable lawn fabric. The shalwar is a classic loose fit, complementing the kurta for a relaxed casual look. The model is posing indoors, hand near the collar, with a decorative sofa and rug in the background."
sm_1032.jpg,"This is a men's shalwar kameez in a dark teal color, likely made from cotton or a similar breathable fabric suitable for summer wear. The kurta features a classic collar and full sleeves with buttoned cuffs, while the shalwar is a relaxed fit, typical of casual eastern clothing. The model is styled with black loafers and poses against a neutral backdrop, looking to the side."
sm_1033.jpg,"This is a men's shalwar kameez in a dark olive green color, likely made from cotton or linen fabric for summer wear. The kurta features a classic collar and a placket with subtle brown piping detail and small buttons. The shalwar is a matching color, completing the casual eastern clothing look. The model is standing with his hands behind his back in front of a grey backdrop and a decorated bench."
sm_1034.jpg,"This is a men's shalwar kameez in a solid light brown color, ideal for summer eastern clothing. The kurta features a band collar with button-down placket and full sleeves, paired with matching shalwar. The model is standing with hands behind his back in a studio setting with vintage furniture, showcasing the casual eastern wear."
sm_1035.jpg,"This is a light grey men's kurta, suitable for summer eastern clothing. The kurta features a band collar and full sleeves, with a decorative embroidered pattern down the front placket, accented by buttons. The model is posing indoors against a window with a green leafy background, showcasing the casual shalwar kameez."
sm_1036.jpg,"This is a men's shalwar kameez in a solid off-white color, perfect for summer eastern clothing. The kurta has a band collar with button-down placket, long sleeves, and a relaxed fit, while the shalwar is a traditional loose cut. The model is styled casually in sandals, posing against a wooden panel background."
sm_1037.jpg,"This is a men's shalwar kameez in a crisp white cotton fabric, ideal for summer wear. The kurta features a band collar with subtle button detailing and a relaxed, comfortable fit, paired with matching white shalwar. The model is walking in a well-lit room, styled in traditional eastern clothing, with a neutral background."
sm_1020.jpg,"This is a men's shalwar kameez in a solid dark mauve color, likely made from cotton or linen fabric suitable for summer wear. The kurta features a band collar with a buttoned placket, long sleeves, and a relaxed fit. The shalwar is a matching color and has a comfortable, slightly tapered cut. The model is wearing the casual eastern clothing with simple black shoes, standing against a plain grey background."
sm_1021.jpg,"This is a men's shalwar kameez in an off-white or cream color, likely made from lawn or cotton fabric suitable for summer wear. The kurta has a simple band collar and full sleeves, paired with a matching shalwar, creating a classic eastern clothing look. The model is seated in a wooden chair, wearing black loafers, against a simple indoor background with a window."
sm_1022.jpg,"This is a men's casual eastern wear kurta in a light purple hue, likely made from lawn or cotton fabric, ideal for summer. The kurta features a band collar with a buttoned placket and a relaxed, comfortable fit. The model is posing indoors against a neutral background, showcasing the shalwar kameez."
sm_1023.jpg,"This is a men's shalwar kameez in a muted olive-grey color, perfect for summer eastern clothing. The kurta features a simple band collar with a short button placket and full sleeves, crafted from a breathable lawn fabric. The shalwar is a classic loose fit, complementing the kurta for a comfortable and stylish casual look. The model is standing in front of a red curtain, posing formally with a watch on his wrist."
sm_1024.jpg,"The image features a men's shalwar kameez in a casual eastern style, suitable for summer wear. The kurta is crafted from a light gold colored fabric with a subtle geometric pattern throughout, featuring a band collar with button detailing. The shalwar is plain white and has a relaxed fit. The model is styled with sunglasses and black formal shoes, posing in front of a backdrop with plants and a decorative screen."
sm_1025.jpg,"The image showcases a navy blue shalwar kameez, a classic example of Pakistani men's eastern clothing. The kurta features a standard collar, full sleeves with buttoned cuffs, and a button-down placket, crafted from a comfortable lawn fabric ideal for summer wear. The shalwar is a matching navy blue, designed for a relaxed fit. The model is posing in front of a textured off-white background, styled with slicked-back hair and brown leather loafers."
sm_1026.jpg,"This is a men's shalwar kameez in a solid beige color, perfect for summer eastern clothing. The kurta features a band collar with button-down placket and full sleeves, while the shalwar is a classic loose fit. The model is styled in brown loafers, posing with his hands behind his back against a simple studio background with a stool and vase."
sm_1027.jpg,"The image features a dark navy blue shalwar kameez, a classic example of Pakistani men's eastern clothing. The kurta has a collared neckline and full sleeves, likely crafted from lawn or cotton fabric suitable for summer wear. The shalwar is a matching dark navy blue, completing the simple and elegant casual look. The model is posing indoors against a plain wall, styled in a traditional manner."
sm_1028.jpg,"This is a men's shalwar kameez in a light olive green color, ideal for summer wear. The kurta features a classic ban collar with button detailing on the placket and full-length sleeves, crafted from a breathable lawn fabric. The accompanying shalwar is cut in a relaxed, comfortable style, completing the traditional eastern clothing look. The model is standing in a simple pose against an architectural backdrop with columns."
sm_1038.jpg,"This is a men's shalwar kameez in an off-white or cream color, likely made from a lightweight lawn or cotton fabric suitable for summer wear. The kurta features a band collar with a buttoned placket, long sleeves with cuffs, and a straight, relaxed fit, paired with matching shalwar pants. The model is standing in a simple pose against a neutral backdrop, showcasing the casual eastern clothing."
sm_1039.jpg,"This is a black shalwar kameez suit, a classic example of Pakistani men's eastern clothing. The kurta is made from a solid black cotton or lawn fabric, featuring a button-down collar and full sleeves. The shalwar is also black, complementing the kurta for a monochromatic look. The model is posing indoors, wearing a watch and black loafers, against a neutral pink background with a potted plant."
sm_104.jpg,"This is a light grey shalwar kameez, ideal for summer eastern clothing, crafted from a breathable lawn fabric. The kurta features a band collar with a buttoned placket, full sleeves, and a relaxed, comfortable fit. The shalwar is a classic loose cut, complementing the kurta. The model is styled in traditional black Peshawari chappals, standing against a plain grey backdrop in a front-facing pose."
sm_1040.jpg,"The image showcases a men's shalwar kameez in a solid off-white color, perfect for summer eastern clothing. The kurta features a band collar with button-down placket and full sleeves, while the shalwar has a relaxed fit. The fabric appears to be a lightweight lawn or cotton, ideal for casual summer wear. The model is standing in front of a reception desk, leaning slightly, with a contemplative gaze. The background includes vintage hotel elements like a painting and rotary phone."
sm_1041.jpg,"This is a brown shalwar kameez suit, a traditional style of Pakistani men's eastern clothing. The kurta features a band collar with embroidered detailing around the neckline and placket, made of a textured fabric, possibly linen or cotton blend. The model is posing on a balcony with a hand on the railing, wearing glasses and black dress shoes, with a natural outdoor background."
sm_1042.jpg,"This is a men's shalwar kameez in a solid brown color, ideal for summer wear. The kurta features a band collar with button detailing and full sleeves, while the shalwar is a relaxed fit. The model is styled in formal shoes, posing in front of a draped white fabric backdrop."
sm_1043.jpg,"This is a men's shalwar kameez in a solid dark brown color, ideal for summer eastern clothing. The kurta has a band collar with button detailing and full sleeves with buttoned cuffs, while the shalwar is a traditional loose fit. The model is wearing sunglasses and brown loafers, posing indoors against a bright window with sheer curtains and a decorative plant."
sm_1044.jpg,"This is a men's shalwar kameez, a traditional Pakistani outfit, in a light beige color, likely made of lawn fabric suitable for summer wear. The kurta features a band collar with button detailing and a relaxed, comfortable fit, paired with matching shalwar pants. The model is styled in traditional Peshawari chappals, standing in a well-lit room with a table and chairs, showcasing the casual eastern clothing."
sm_1045.jpg,"This is a men's maroon shalwar kameez, ideal for summer eastern clothing. The kurta features a band collar and placket with delicate gold embroidery. The shalwar is a matching maroon color, creating a coordinated casual look. The model is wearing sunglasses and black dress shoes, posing indoors against a decorative wall."
sm_1046.jpg,"This is a men's shalwar kameez in a solid brown color, ideal for summer eastern clothing. The kurta features a band collar with button-down placket and full sleeves, paired with a relaxed shalwar. The model is posing in a studio setting with a chair in the background, showcasing the casual eastern wear."
sm_1047.jpg,"This is a dark green men's kurta, likely made of cotton or lawn fabric, suitable for summer wear. The kurta features a band collar with subtle dark green embroidery around the neck, a button-down placket, and full sleeves with buttoned cuffs, exemplifying simple yet elegant eastern clothing. The model is posing indoors with hands clasped, wearing a watch, against a backdrop with a patterned wall hanging, showcasing a casual and sophisticated look."
sm_1048.jpg,"This is a light mint green shalwar kameez, a classic example of Pakistani men's eastern clothing, ideal for summer wear. The kurta is made of a breathable fabric, likely lawn or cotton, and features a band collar with a button-down placket. This casual kurta has a relaxed fit, making it comfortable for warm weather. The model is wearing a black watch, standing indoors against a plain background, and adjusting his cuff."
sm_1049.jpg,"This is a men's casual eastern wear shalwar kameez in a light beige color, likely made from lawn or cotton fabric, ideal for summer. The kurta features a mandarin collar with a buttoned placket, and the shalwar is a relaxed fit. The model is styled in black loafers, posing with crossed legs in an outdoor setting with architectural details and greenery."
sm_105.jpg,A man wearing a black cotton shalwar kameez with a band collar. He is standing indoors with his hands clasped.
sm_1050.jpg,A man wearing a grey cotton shalwar kameez with a band collar. He is standing with his arms crossed.
sm_1051.jpg,A man wearing a white lawn cotton kurta shalwar kameez with an embroidered mandarin collar. He is standing outdoors in a garden setting.
sm_1052.jpg,A man wearing a taupe cotton kurta shalwar kameez with a mandarin collar and buttoned placket. He is standing indoors with his hands clasped.
sm_1053.jpg,A man wearing a light grey cotton shalwar kameez with a band collar. He is standing indoors.
sm_1054.jpg,A man wearing a black cotton kurta shalwar with a band collar and buttoned placket. He is standing in front of a white door.
sm_1055.jpg,A man wearing a navy blue cotton shalwar kameez with a mandarin collar and buttoned placket. He is standing indoors with his hands clasped.
sm_1056.jpg,A man wearing a dark brown cotton kurta shalwar with a band collar. He is standing on a patio outdoors.
sm_1057.jpg,A man wearing a white cotton shalwar kameez with a pointed collar. He is standing indoors near a fireplace.
sm_1058.jpg,A man wearing a dark gray cotton shalwar kameez with a buttoned collar. He is standing indoors.
sm_1059.jpg,A man wearing a white cotton shalwar kameez with a band collar and subtle embroidery detail. He is standing indoors with his hands clasped.
sm_106.jpg,A man wearing a brown cotton shalwar kameez with a point collar. He is standing indoors.
